1.145763027160000007e+02,6.224633001400000154e+01
1.195045090090000031e+02,7.223992184319999410e+01
9.716089420800000198e+01,7.583735322600000472e+01
1.123998732200000035e+02,6.524242678299999909e+01
1.073708866489999991e+02,6.602060091949999787e+01
1.192542886840000023e+02,7.231343647570000144e+01
1.194113533700000005e+02,7.420614266500000156e+01
1.168967768440000015e+02,6.781474101700000290e+01
1.058049954300000053e+02,6.634773479099999349e+01
1.067298991499999943e+02,6.101463330600000035e+01
1.090320452499999959e+02,7.847816143199999317e+01
1.065476709480000039e+02,6.482566731320000031e+01
1.135497019999999964e+02,6.436842244899999343e+01
1.061438482700000066e+02,6.514446773000000235e+01
1.096035742800000037e+02,6.018640281500000100e+01
1.018809718100000055e+02,7.499309750999999835e+01
1.144845393899999948e+02,6.245529471900000118e+01
1.185290401299999985e+02,7.370350863699999877e+01
1.185676259800000025e+02,7.418459843799999476e+01
9.641048796900000184e+01,7.581828350600000022e+01
1.188311319299999980e+02,6.293769396199999733e+01
1.196714911300000068e+02,7.655757024599999738e+01
1.197091619199999997e+02,6.259748543599999948e+01
1.064301314209999987e+02,6.770524013799999352e+01
1.119939557409999935e+02,6.886337538770000322e+01
1.086168948100000051e+02,6.934443258100000662e+01
9.928209503799999425e+01,7.851669946799999877e+01
1.097152221399999945e+02,6.003743103000000048e+01
1.119025775000000067e+02,7.049145290900000305e+01
1.068851253299999939e+02,6.042908746599999859e+01
9.079706165000000340e+01,6.113513455700000065e+01
9.598489287699999295e+01,6.403326362699999663e+01
1.084939784200000048e+02,6.657845134400000120e+01
1.188565360329999976e+02,6.438675776460000577e+01
1.198614945439999957e+02,6.951818441589999509e+01
1.138892562399999946e+02,6.526261173700000029e+01
1.092531357799999938e+02,6.141662799400000239e+01
1.134824054000000046e+02,6.476155268600000170e+01
1.168883629399999933e+02,7.377511882000000298e+01
9.358081325099999503e+01,6.024918886900000103e+01
1.162997008659999949e+02,6.604377267099999926e+01
1.164497666299999992e+02,7.189975416900000482e+01
1.183203461030000057e+02,7.134684413479999421e+01
1.152856760100000031e+02,6.266722397899999919e+01
9.682384176799999409e+01,6.099397385099999980e+01
9.594299141300000144e+01,6.187745026799999692e+01
1.152018514149999930e+02,6.984168548079999539e+01
1.085792560200000025e+02,6.762728029999999535e+01
1.065735435999999936e+02,6.290663829700000065e+01
1.066371137579999981e+02,6.522240111630000570e+01
9.660011272399999882e+01,6.921108336099999292e+01
8.931829347599999380e+01,6.509550569399999631e+01
1.171310467400000022e+02,7.268693342299999927e+01
1.163293616200000002e+02,6.352852113800000211e+01
1.111691167999999976e+02,6.477969495799999322e+01
1.189417309130000007e+02,7.045234018050000202e+01
1.144870464459999937e+02,7.041118110179999690e+01
9.010148496499999737e+01,6.174312161699999990e+01
1.176365124849999972e+02,6.699189973279999322e+01
1.172874363300000056e+02,6.842518056069999943e+01
1.161908574600000037e+02,6.292278252300000219e+01
1.111101526799999988e+02,6.207121824499999718e+01
1.136971945100000028e+02,6.609133248000000549e+01
1.161875634630000036e+02,6.898468963089999306e+01
1.148059222299999931e+02,6.677649112100000650e+01
1.027892721900000055e+02,6.376462445300000326e+01
1.010083638299999933e+02,6.240794963500000136e+01
1.045101749199999972e+02,6.425743077900000344e+01
1.063282233980000058e+02,6.827919281970000043e+01
1.010307619999999957e+02,6.248943316199999742e+01
1.197148155699999990e+02,6.037314090099999930e+01
1.173657934550000022e+02,6.420442930539999793e+01
1.116144366799999972e+02,6.606770292900000641e+01
1.047406802999999940e+02,6.079484713000000085e+01
1.189263306099999937e+02,6.105980497200000201e+01
1.181616504320000018e+02,6.192744377870000250e+01
1.190784414480000066e+02,6.892998013029999527e+01
1.149356589890000038e+02,6.343324415040000019e+01
1.109050114629999939e+02,6.883068585430000041e+01
1.107297880069999962e+02,6.321066088660000304e+01
1.138410209500000008e+02,6.818362544500000411e+01
1.091268240069999962e+02,6.374542412579999962e+01
1.039217037500000060e+02,7.125956809000000192e+01
1.160384070700000052e+02,6.951178316440000060e+01
1.127316690899999969e+02,6.047897572600000160e+01
1.055395999999999930e+02,6.594987367100000597e+01
1.047976665300000008e+02,6.710702242300000364e+01
1.016472134199999999e+02,6.100928294500000248e+01
1.173781468579999938e+02,7.019107181389999539e+01
1.042178475500000019e+02,6.901310694299999682e+01
1.067387218399999966e+02,6.130952724699999834e+01
1.173101447100000030e+02,6.184999072200000114e+01
1.004254185700000050e+02,7.106398112899999830e+01
1.106826884289999953e+02,6.463427746099999638e+01
1.191256602600000036e+02,6.084482476099999815e+01
1.182662788100000029e+02,7.337841099099999553e+01
1.129410155239999938e+02,6.812567713679999315e+01
9.646401344500000619e+01,7.487685794300000452e+01
1.020908233600000017e+02,6.068014818599999671e+01
1.066825663099999986e+02,6.294624147399999714e+01
1.190677187200000020e+02,6.020297527000000315e+01
1.117184879400000028e+02,6.119047024599999673e+01
9.974598898799999347e+01,7.147932595999999705e+01
1.191967609379999971e+02,7.087489561719999642e+01
1.191017868510000000e+02,6.936648067090000325e+01
1.057989858159999983e+02,6.029441759200000206e+01
1.094665415329999973e+02,6.808471962160000146e+01
9.571022557899999583e+01,6.367116503599999788e+01
1.150191137599999962e+02,6.762818790100000399e+01
1.120467454000000060e+02,7.002087675500000330e+01
1.190769868849999966e+02,6.660294698270000424e+01
1.142778246799999948e+02,6.122692428300000245e+01
1.082572414100000060e+02,6.515868886200000532e+01
9.991232359200000701e+01,6.460624755099999561e+01
1.104575685399999969e+02,6.593019166700000255e+01
1.178343574799999942e+02,6.171713807700000132e+01
1.069448751999999985e+02,7.326635095000000319e+01
9.918116465200000675e+01,6.385299143000000299e+01
1.186995378600000066e+02,6.731173176199999375e+01
9.270358444800000086e+01,6.289984080899999697e+01
1.083063955140000019e+02,6.453616898520000689e+01
1.188416787510000034e+02,6.956512977289999355e+01
1.124871337000000011e+02,6.392285240999999729e+01
1.192562877480000054e+02,7.238323045660000332e+01
1.099995016400000054e+02,6.214969421100000346e+01
1.114757614199999978e+02,6.374186362999999744e+01
1.141368125070000019e+02,6.774395432090000213e+01
1.168258658059999959e+02,7.124412492739999436e+01
1.109917434089999944e+02,6.439895450269999344e+01
1.178955561770000031e+02,6.571328006090000429e+01
1.141135546539999979e+02,6.879298626349999779e+01
1.158838020599999936e+02,6.065227274000000079e+01
9.566809532700000318e+01,6.166441567399999713e+01
1.149505316700000037e+02,6.793755130319999580e+01
1.150609431999999970e+02,6.074128876000000332e+01
1.172769154199999946e+02,7.111494829999999467e+01
1.118781407400000063e+02,7.850555437200000597e+01
1.113393110600000000e+02,7.760871901900000580e+01
9.555614321999999561e+01,6.328631875500000348e+01
8.459370161299999324e+01,6.581710702300000548e+01
1.182342294099999975e+02,6.358896794500000027e+01
1.101896922619999941e+02,6.329535575309999729e+01
1.063401742730000024e+02,6.576728619600000059e+01
1.036633076600000010e+02,6.206611686699999808e+01
9.531520330700000443e+01,7.395717349500000637e+01
1.169305538299999938e+02,6.221754620400000135e+01
9.351840192800000295e+01,6.315709068299999984e+01
1.118185758719999967e+02,6.897983502120000310e+01
1.049663682369999975e+02,6.316151316060000198e+01
1.146411401310000002e+02,6.649638978549999990e+01
1.179062116949999961e+02,6.749026461180000069e+01
1.154575548579999946e+02,6.729550067450000483e+01
1.116974757149999959e+02,6.839474235630000010e+01
1.027287009799999993e+02,6.367342595400000249e+01
1.020862787599999990e+02,6.264984162500000053e+01
1.164596163100000012e+02,6.267206819199999757e+01
8.982489938599999846e+01,6.119494742700000245e+01
1.081756506199999990e+02,6.301615167199999945e+01
9.273030648099999951e+01,6.654131569199999774e+01
